*;0;#group;index;offset;type;nss;bw;gi;airtime
*;0;#sta;action;macaddr;overhead_mcs;overhead_legacy;supported
phy1;322b778d0ff;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b7858974;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b78760c9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b794d7ec;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b796b8a1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b7a38ed9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b7a56f7a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b7b2b4cc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b7b4abe4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b7c28d8f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b7c46f26;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b7d1f39d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b7d3e6a6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b7e08b46;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b7e26d94;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b7ef77c9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b7f1633a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b8003891;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b80251d2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b811beb8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b813b204;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b8201f0f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b8220b1d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b82ee140;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b830c5ba;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b83d9800;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b83f89f5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b84c3ba5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b84e18e4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b85b31b1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b85d23ed;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b869d8d3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b86c1e54;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b87a0ac2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b87bf755;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b888df16;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b88ab98d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b89a74a7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b89c515c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b8a968ef;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b8ab4ef1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b8b8228d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b8ba077e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b8c79d94;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b8ca4a1d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b8d8b88e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b8dab4ef;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b8e8904f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b8eaaa40;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b8f7c37e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b8f9deba;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b9081e67;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b9138cb1;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322b915a400;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b920ce20;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b92294c2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b930c186;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b941fa5b;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322b943dc69;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b951123d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b953136a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b96062e8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b96258af;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b96f1ac7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b970fafb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b97e3caa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b9802b39;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b98de48b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b98fb376;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b9a1336b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b9a36c16;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b9b06557;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;322b9b23ff9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b9bffa63;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b9c22313;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b9d02d60;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b9d21d3c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b9df2295;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b9e10e4e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b9edfbf2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b9efe552;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b9fd4c8c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b9ff3882;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ba0bfd44;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ba0ddbc7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ba1abb8b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ba1cad63;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ba297075;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ba2b4cb1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ba389e87;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ba3a8f01;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ba477fb5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ba4976f6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ba583a08;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ba69ba0b;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322ba6ba7c6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ba781c20;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ba7a0260;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ba86dcd0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ba88c058;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ba95946e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ba977b5f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322baa4a6a5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322baa67f18;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bab42792;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bab60c32;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bac346b7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bac52927;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bad22a6c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bad4225b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bae0e34b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bae2c777;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322baf1b010;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bb010977;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322bb02f1af;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bb10098a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bb11f5f1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bb1f1851;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bb213113;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bb2fbf5b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bb31b23e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bb3ea045;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bb514651;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322bb53683c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bb5fed02;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bb61f437;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bb6ebb62;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bb70d5ea;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bb7c7957;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bb7e7423;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bb8acce2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bb8d6593;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bb9b897f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bb9d73cb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bbab9739;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bbb7eb8c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322bbb9d1e7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bbc6daae;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bbc8b82f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bbd5e0df;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bbd7c17c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bbe5a7f0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bbe839d3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bbf5dc01;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bbf7c63f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bc04e90f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bc06c046;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bc13d6d6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bc15bc27;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bc22bee4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bc24c763;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bc3361de;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bc35403f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bc450396;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bc46ee45;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bc550c99;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bc571fd1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bc6351b4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bc6564e9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bc710c5f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bc7309cd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bc7f73c5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bc8154dd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bc8e93f5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bc9086e0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bc9d64ef;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bc9f41bb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bcacbf00;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bcaecbb3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bcbd7857;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bcceca8c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322bcd0b3e5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bcdd887d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bcdf7104;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bcecfd7c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bceeb0d9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bcfb7db4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bcfd5a01;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bd0ad28e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bd0cc2f3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bd197987;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bd1b59e7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bd284d52;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bd2a3853;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bd37284f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bd390bae;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bd4672f5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bd485c93;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bd5514bd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bd576142;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bd66139e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bd67fdba;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bd75b42c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bd7787de;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bd85f088;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bd87edc0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bd965f08;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bd987e24;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bda38e42;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bda567ae;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bdb255b5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bdb43ac2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bdc0a068;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bdc3126e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bdcde181;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bdd4971a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bdd6ec0d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bde43952;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322bde61919;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bdf4bc43;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bdf69683;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322be04628e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322be0631c4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322be138223;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322be155fe0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322be22b25a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322be249a92;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322be31b0f3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322be338db4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322be41ba88;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322be43d458;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322be526369;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322be544673;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322be61a4dc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322be6353b9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322be7095ce;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322be727750;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322be7ffcd1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322be81edb8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322be905521;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322be927a3c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bea2ba2a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bea4d536;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322beb1cfae;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322beb3f59f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bec07880;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bec28b6a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322beceabc7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bed09ca7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322bedecc29;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322bee0e0c7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322beed93f2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322cf5d103b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322cf5efca1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322cf6c0045;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322cf6de80d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322cf7b22b4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322cf7d0e4e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322cf8a1c88;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322cf8c40c1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322cf99a89b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322cf9b912f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322cfa88d16;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322cfaa8299;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322cfb7f42d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322cfb9dc14;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322cfc72a11;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322cfc8f892;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322cfd9dead;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d49d0e61;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d4ac034b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d4ae1705;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d4bb8d70;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d4bd6b64;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d4ca33d6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d4cc263b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d4d8f241;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d4dac5da;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d4e7f8d9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d4e9e7fa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d4f6c27f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d4f9088b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d506272a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d5080c00;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d5152daf;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d516f55f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d5244e52;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d526365a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d5351d53;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d536fdea;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d5443990;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d5463f70;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d5544e15;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d563bb5e;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d565a07b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d57587bc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d577f291;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d585d0c2;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;322d587a9b8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d5953b01;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d5972359;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d5a46d98;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d5a645e3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d5b3632a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d5b54c5a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d5c45b5b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d5d4956a;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d5d67a84;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d5e3d7a9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d5e5b083;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d5f2cfd6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d5f4b43c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d6027da1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d604816a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d6125f76;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d6143f1e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d621b7a0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d623ae33;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d6312e65;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d633068d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d640b720;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d642ead6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d6517b2f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d6537a8c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d6627e12;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d6645a84;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d671bac0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d673a64c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d6812f33;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d68300e6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d6916130;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d693be5e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d6a48130;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d6a6ad9a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d6b2723a;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d6b439f0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d6c15803;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d6c34cf6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d6d0ae09;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d6d28b63;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d6dfb423;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d6e1d259;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d6f4cdcb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d6f75afe;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d7062474;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d7083c07;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d7164adb;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d7187347;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d7265658;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d7282616;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d7399abd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d73bd5a8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d74988dc;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d7517993;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d75805c8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d75a1608;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d7676b6d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d769864d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d77cbea1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d785ad55;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d792b7f0;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d794a2a5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d7a417d7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d7b56414;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d7b7569b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d7c4f47b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d7c6dd90;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d7d729bb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d7e336b8;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d7e5416e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d7f3cac5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d7f5a495;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d802dcda;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322d8053639;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d81500db;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d81726b1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d8236a47;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322d826c56c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322d8346556;txs;50:eb:71:92:80:33;2;2;0;279;1
